date,district,crop_yield
2024-08-16,Dhaka,4835.683745544208
2024-08-17,Dhaka,4749.310603785917
2024-08-18,Dhaka,4274.766603858485
2024-08-19,Dhaka,3496.8349958791746
2024-08-20,Dhaka,3762.9326526796044
2024-08-21,Dhaka,3622.4226451757268
2024-08-22,Dhaka,3592.6820018683275
2024-08-23,Dhaka,4999.507966004075
2024-08-24,Dhaka,4855.606869699809
2024-08-25,Dhaka,4388.615819111562
2024-08-26,Dhaka,5100.583446367371
2024-08-27,Dhaka,4886.583886913602
2024-08-28,Dhaka,4965.501023565422
2024-08-29,Dhaka,4645.905651328668
2024-08-30,Dhaka,4175.707997073009
2024-08-31,Dhaka,5024.85646578005
2024-09-01,Dhaka,5617.761753046988
2024-09-02,Dhaka,5744.475527182115
2024-09-03,Dhaka,3499.8407977302645
2024-09-04,Dhaka,4910.121293628394
2024-09-05,Dhaka,5211.676247434687
2024-09-06,Dhaka,5732.602512698199
2024-09-07,Dhaka,5268.494932790922
2024-09-08,Dhaka,4568.2969092481935
2024-09-09,Dhaka,4734.550766890035
2024-09-10,Dhaka,4333.070166743988
2024-09-11,Dhaka,5659.524158107097
2024-09-12,Dhaka,4628.263756886284
2024-09-13,Dhaka,4736.766947293803
2024-09-14,Dhaka,4477.414355727075
2024-09-15,Dhaka,3584.4338133049464
2024-09-16,Dhaka,5109.7909036483825
2024-09-17,Dhaka,5675.919867005911
2024-09-18,Dhaka,4911.532943393492
2024-09-19,Dhaka,4810.540568253207
2024-09-20,Dhaka,4072.8584613607673
2024-09-21,Dhaka,5373.925325086535
2024-09-22,Dhaka,4973.954994942045
2024-09-23,Dhaka,4986.282159722435
2024-09-24,Dhaka,5137.87331696882
2024-09-25,Dhaka,3550.2313891020035
2024-09-26,Dhaka,3576.936803078593
2024-09-27,Dhaka,5493.965340828794
2024-09-28,Dhaka,4595.791349333115
2024-09-29,Dhaka,4938.85348282736
2024-09-30,Dhaka,5433.705605610269
2024-10-01,Dhaka,5281.387601331317
2024-10-02,Dhaka,4809.264347362508
2024-10-03,Dhaka,3781.667141462292
2024-10-04,Dhaka,3538.305087181602
2024-10-05,Dhaka,3658.0463500012984
2024-10-06,Dhaka,5310.50871597808
2024-10-07,Dhaka,5795.431775785565
2024-10-08,Dhaka,5389.043575926972
2024-10-09,Dhaka,5557.543026866449
2024-10-10,Dhaka,5050.847594953297
2024-10-11,Dhaka,5112.528224841416
2024-10-12,Dhaka,3979.3177001287895
2024-10-13,Dhaka,4989.35853048258
2024-10-14,Dhaka,5000.011585842607
2024-10-15,Dhaka,4897.188422445724
2024-10-16,Dhaka,4786.663417928829
2024-10-17,Dhaka,4592.163940543497
2024-10-18,Dhaka,4575.605922533192
2024-10-19,Dhaka,5378.3630767952
2024-10-20,Dhaka,4775.4509966932055
2024-10-21,Dhaka,4576.967275974742
2024-10-22,Dhaka,5486.7923755461015
2024-10-23,Dhaka,3697.071171050825
2024-10-24,Dhaka,5209.327745957255
2024-10-25,Dhaka,4472.4643345739905
2024-10-26,Dhaka,4884.690807481853
2024-10-27,Dhaka,4597.063221554739
2024-10-28,Dhaka,4884.901084913413
2024-10-29,Dhaka,4570.463074250446
2024-10-30,Dhaka,4899.131478852638
2024-10-31,Dhaka,4933.2065196333015
2024-11-01,Dhaka,4771.620008014429
2024-11-02,Dhaka,4585.1288144329565
2024-11-03,Dhaka,5024.15362867894
2024-11-04,Dhaka,4995.7789026019345
2024-11-05,Dhaka,5014.999009756812
2024-11-06,Dhaka,5370.37816497058
2024-11-07,Dhaka,4768.749262719699
2024-11-08,Dhaka,4888.764862144659
2024-11-09,Dhaka,4641.721499097969
2024-11-10,Dhaka,4829.530367756701
2024-11-11,Dhaka,4978.735234212657
2024-11-12,Dhaka,4667.784858414692
2024-11-13,Dhaka,4678.063109739577
2024-11-14,Dhaka,4713.584279019824
2024-11-15,Dhaka,4682.350213374883
2024-11-16,Dhaka,4593.065350662273
2024-11-17,Dhaka,5267.964309308077
2024-11-18,Dhaka,5385.105692791608
2024-11-19,Dhaka,5315.501599019281
2024-11-20,Dhaka,5349.108273198736
2024-11-21,Dhaka,5104.554843795771
2024-11-22,Dhaka,5076.701363490705
2024-11-23,Dhaka,5308.921997458124
2024-11-24,Dhaka,4592.547870555198
2024-11-25,Dhaka,4074.5354553260718
2024-11-26,Dhaka,5510.310240337445
2024-11-27,Dhaka,5387.120472218766
2024-11-28,Dhaka,4814.757849346792
2024-11-29,Dhaka,4631.109930446883
2024-11-30,Dhaka,4662.760619122093
2024-12-01,Dhaka,5283.239910267395
2024-12-02,Dhaka,3913.8606313438063
2024-12-03,Dhaka,3869.4824710061966
2024-12-04,Dhaka,4065.854093379351
2024-12-05,Dhaka,4315.067421883553
2024-12-06,Dhaka,4203.7404058476295
2024-12-07,Dhaka,4491.871443692155
2024-12-08,Dhaka,4494.257722895755
2024-12-09,Dhaka,4098.653909754592
2024-12-10,Dhaka,3937.297767480693
2024-12-11,Dhaka,3914.0047008932943
2024-12-12,Dhaka,3960.6502075793896
2024-12-13,Dhaka,3958.0641217487328
2024-12-14,Dhaka,4422.436895460547
2024-12-15,Dhaka,4324.309015253976
2024-12-16,Dhaka,4314.021203118657
2024-12-17,Dhaka,4339.585727466619
2024-12-18,Dhaka,4565.175922329996
2024-12-19,Dhaka,4413.243602891745
2024-12-20,Dhaka,4320.99735988143
2024-12-21,Dhaka,3901.8894078880603
2024-12-22,Dhaka,4146.6754359464285
2024-12-23,Dhaka,4494.034316070355
2024-12-24,Dhaka,4614.756032272128
2024-12-25,Dhaka,4546.15668710322
2024-12-26,Dhaka,4569.258896718213
2024-12-27,Dhaka,4403.424136817545
2024-12-28,Dhaka,4285.4137255955375
2024-12-29,Dhaka,4180.27884090442
2024-12-30,Dhaka,4291.943662181702
2024-12-31,Dhaka,4185.782139418094
2025-01-01,Dhaka,3984.278268511885
2025-01-02,Dhaka,3884.726849521934
2025-01-03,Dhaka,3894.94698950965
2025-01-04,Dhaka,3912.5639477371037
2025-01-05,Dhaka,3812.1929225434114
2025-01-06,Dhaka,5264.224545963663
2025-01-07,Dhaka,5217.7584460446815
2025-01-08,Dhaka,4358.038955129779
2025-01-09,Dhaka,4246.223535996471
2025-01-10,Dhaka,4288.431119589771
2025-01-11,Dhaka,4318.739936832967
2025-01-12,Dhaka,3862.712251013671
2025-01-13,Dhaka,4282.326561861882
2025-01-14,Dhaka,4333.642152804964
2025-01-15,Dhaka,4258.9088489650785
2025-01-16,Dhaka,4317.701861950897
2025-01-17,Dhaka,4400.679794687674
2025-01-18,Dhaka,4245.549253552494
2025-01-19,Dhaka,4210.726167486708
2025-01-20,Dhaka,4241.49532562501
2025-01-21,Dhaka,4192.787826028813
2025-01-22,Dhaka,4527.593694778021
2025-01-23,Dhaka,4205.579297762081
2025-01-24,Dhaka,4359.592382686598
2025-01-25,Dhaka,4241.665212980539
2025-01-26,Dhaka,4502.395546132163
2025-01-27,Dhaka,4464.055861004478
2025-01-28,Dhaka,4279.115933212651
2025-01-29,Dhaka,3848.9975947653743
2025-01-30,Dhaka,4608.509344371616
2025-01-31,Dhaka,4916.049813975188
2025-02-01,Dhaka,5267.661613074184
2025-02-02,Dhaka,4212.867665013283
2025-02-03,Dhaka,4616.690496518852
2025-02-04,Dhaka,4534.668535932285
2025-02-05,Dhaka,4777.864471754048
2025-02-06,Dhaka,5399.727155867269
2025-02-07,Dhaka,5029.40792765709
2025-02-08,Dhaka,4149.218903443483
2025-02-09,Dhaka,3972.004623534937
2025-02-10,Dhaka,4665.8116798153105
2025-02-11,Dhaka,5169.86840347813
2025-02-12,Dhaka,5329.848954783223
2025-02-13,Dhaka,5486.41453764541
2025-02-14,Dhaka,4587.822130548851
2025-02-15,Dhaka,3963.7789315646587
2025-02-16,Dhaka,4868.66695005529
2025-02-17,Dhaka,4758.027527067544
2025-02-18,Dhaka,4770.517437431562
2025-02-19,Dhaka,4717.6592635849465
2025-02-20,Dhaka,4793.470715217516
2025-02-21,Dhaka,4576.71535718741
2025-02-22,Dhaka,4756.112021976898
2025-02-23,Dhaka,5377.865272060432
2025-02-24,Dhaka,4882.397674783479
2025-02-25,Dhaka,4631.8031630580945
2025-02-26,Dhaka,4855.842313624157
2025-02-27,Dhaka,4629.178502605716
2025-02-28,Dhaka,4776.738773930152
2025-03-01,Dhaka,4563.318425286573
2025-03-02,Dhaka,4894.868844995061
2025-03-03,Dhaka,4661.68771172647
2025-03-04,Dhaka,4628.799288606292
2025-03-05,Dhaka,4914.762580694448
2025-03-06,Dhaka,4502.280524826397
2025-03-07,Dhaka,4188.511013798891
2025-03-08,Dhaka,4684.141103398653
2025-03-09,Dhaka,5038.079916936173
2025-03-10,Dhaka,5019.234598798065
2025-03-11,Dhaka,4668.792640461266
2025-03-12,Dhaka,4853.838862497633
2025-03-13,Dhaka,5199.841819613531
2025-03-14,Dhaka,5248.35512972638
2025-03-15,Dhaka,5030.367140708548
2025-03-16,Dhaka,5221.303833787002
2025-03-17,Dhaka,4847.105598680798
2025-03-18,Dhaka,5026.216719366187
2025-03-19,Dhaka,4669.108659258083
2025-03-20,Dhaka,4659.555240784385
2025-03-21,Dhaka,4988.418209519346
2025-03-22,Dhaka,5222.261168042035
2025-03-23,Dhaka,4900.948608839086
2025-03-24,Dhaka,4841.600832158656
2025-03-25,Dhaka,4662.9796914243725
2025-03-26,Dhaka,4276.948996660995
2025-03-27,Dhaka,4580.04128755022
2025-03-28,Dhaka,4696.056645308616
2025-03-29,Dhaka,4074.4343139031766
2025-03-30,Dhaka,4575.389438321492
2025-03-31,Dhaka,4001.698096641837
2025-04-01,Dhaka,3820.0437531152534
2025-04-02,Dhaka,4004.478481860503
2025-04-03,Dhaka,3925.750958756275
2025-04-04,Dhaka,3541.30065162699
2025-04-05,Dhaka,3513.8926206160572
2025-04-06,Dhaka,4133.156973480023
2025-04-07,Dhaka,3868.6890268472257
2025-04-08,Dhaka,3881.557461021865
2025-04-09,Dhaka,3909.308638886132
2025-04-10,Dhaka,4056.709076347911
2025-04-11,Dhaka,4013.435256448754
2025-04-12,Dhaka,4078.3329044073425
2025-04-13,Dhaka,4167.5999552052845
2025-04-14,Dhaka,3617.006395555356
2025-04-15,Dhaka,4082.0346293489083
2025-04-16,Dhaka,4095.31950944839
2025-04-17,Dhaka,4706.345502155316
2025-04-18,Dhaka,3834.863526624283
2025-04-19,Dhaka,4630.9041529371625
2025-04-20,Dhaka,4437.836228195371
2025-04-21,Dhaka,4373.51087975611
2025-04-22,Dhaka,4218.1749021102
2025-04-23,Dhaka,3914.4873871912437
2025-04-24,Dhaka,2787.0973310670433
2025-04-25,Dhaka,2945.447308453818
2025-04-26,Dhaka,2817.0129211009885
2025-04-27,Dhaka,2998.7071404699186
2024-04-27,Chittagong,4201.627310677883
2024-04-28,Chittagong,4361.429047295946
2024-04-29,Chittagong,4244.725893738891
2024-04-30,Chittagong,4153.404526263713
2024-05-01,Chittagong,4045.812735657093
2024-05-02,Chittagong,5655.185738491972
2024-05-03,Chittagong,4909.194911494476
2024-05-04,Chittagong,4633.358063919562
2024-05-05,Chittagong,4480.586276482832
2024-05-06,Chittagong,3840.266728653382
2024-05-07,Chittagong,4255.7169948324035
2024-05-08,Chittagong,4330.786203638225
2024-05-09,Chittagong,4799.808322684215
2024-05-10,Chittagong,4883.975805924436
2024-05-11,Chittagong,5569.153041157072
2024-05-12,Chittagong,5597.242341755262
2024-05-13,Chittagong,5612.292450355448
2024-05-14,Chittagong,4876.035476736187
2024-05-15,Chittagong,4933.901569533037
2024-05-16,Chittagong,5211.107838768587
2024-05-17,Chittagong,4085.4527326893312
2024-05-18,Chittagong,4595.045146161371
2024-05-19,Chittagong,4715.359542600007
2024-05-20,Chittagong,4861.988257675318
2024-05-21,Chittagong,5505.7497040978415
2024-05-22,Chittagong,4246.024286415258
2024-05-23,Chittagong,4365.787890211091
2024-05-24,Chittagong,4944.341171846668
2024-05-25,Chittagong,4851.434608211187
2024-05-26,Chittagong,3725.7856095032594
2024-05-27,Chittagong,3922.760057706057
2024-05-28,Chittagong,3480.1969421100443
2024-05-29,Chittagong,4047.842650769698
2024-05-30,Chittagong,5443.547834688847
2024-05-31,Chittagong,5312.940067128823
2024-06-01,Chittagong,5219.514228468955
2024-06-02,Chittagong,4737.774906818626
2024-06-03,Chittagong,3814.772176716797
2024-06-04,Chittagong,5304.500934457312
2024-06-05,Chittagong,5088.845650759917
2024-06-06,Chittagong,5223.7925319687565
2024-06-07,Chittagong,4445.929862646328
2024-06-08,Chittagong,4583.387148010671
2024-06-09,Chittagong,4622.257171122305
2024-06-10,Chittagong,5121.477733364196
2024-06-11,Chittagong,5386.162512954174
2024-06-12,Chittagong,5310.834384297758
2024-06-13,Chittagong,4674.135874405991
2024-06-14,Chittagong,4028.8876992595365
2024-06-15,Chittagong,4428.121334504697
2024-06-16,Chittagong,5428.365185978834
2024-06-17,Chittagong,4994.014207485347
2024-06-18,Chittagong,3910.508163274301
2024-06-19,Chittagong,3709.281653109222
2024-06-20,Chittagong,4934.2894673868
2024-06-21,Chittagong,5295.3243772173455
2024-06-22,Chittagong,5406.199190977863
2024-06-23,Chittagong,5209.346436462981
2024-06-24,Chittagong,5327.667055033864
2024-06-25,Chittagong,5162.717548878738
2024-06-26,Chittagong,5179.956345343385
2024-06-27,Chittagong,5462.339836687592
2024-06-28,Chittagong,4428.478915039117
2024-06-29,Chittagong,3823.312566462795
2024-06-30,Chittagong,3441.3759155758435
2024-07-01,Chittagong,3347.9325486859752
2024-07-02,Chittagong,3450.0877049678934
2024-07-03,Chittagong,3375.5200504029826
2024-07-04,Chittagong,3734.4176576443474
2024-07-05,Chittagong,3743.033200927966
2024-07-06,Chittagong,4659.9138424903795
2024-07-07,Chittagong,5262.190833702833
2024-07-08,Chittagong,4512.687004491534
2024-07-09,Chittagong,5475.224737872135
2024-07-10,Chittagong,3385.0196126521373
2024-07-11,Chittagong,3540.906998541172
2024-07-12,Chittagong,3832.9444870994735
2024-07-13,Chittagong,5123.140013897963
2024-07-14,Chittagong,4626.417433224802
2024-07-15,Chittagong,4423.201632749299
2024-07-16,Chittagong,4523.553819446298
2024-07-17,Chittagong,4645.186459975865
2024-07-18,Chittagong,3800.6338435861194
2024-07-19,Chittagong,4471.211498246439
2024-07-20,Chittagong,5372.282162553868
2024-07-21,Chittagong,5385.75369311209
2024-07-22,Chittagong,4845.3568342588205
2024-07-23,Chittagong,4743.881123911502
2024-07-24,Chittagong,5379.479258045566
2024-07-25,Chittagong,5444.403301418866
2024-07-26,Chittagong,5433.509105350043
2024-07-27,Chittagong,4719.0403417801035
2024-07-28,Chittagong,4432.047406075843
2024-07-29,Chittagong,4004.182153762973
2024-07-30,Chittagong,3873.9900423088766
2024-07-31,Chittagong,3409.910974236814
2024-08-01,Chittagong,3506.6162018846635
2024-08-02,Chittagong,3661.8097373498445
2024-08-03,Chittagong,3521.27818838959
2024-08-04,Chittagong,3911.238007479047
2024-08-05,Chittagong,4775.841753096363
2024-08-06,Chittagong,5095.546054836721
2024-08-07,Chittagong,4744.580690300538
2024-08-08,Chittagong,3645.173622536248
2024-08-09,Chittagong,4549.519944460319
2024-08-10,Chittagong,4011.2796488725407
2024-08-11,Chittagong,3429.3963411679497
2024-08-12,Chittagong,3946.7029601619693
2024-08-13,Chittagong,5473.897414575657
2024-08-14,Chittagong,5207.804190562
2024-08-15,Chittagong,4175.749193485791
2024-08-16,Chittagong,3517.914153945379
2024-08-17,Chittagong,3781.854132598151
2024-08-18,Chittagong,3607.2027858442434
2024-08-19,Chittagong,3591.369533490018
2024-08-20,Chittagong,3552.615285035291
2024-08-21,Chittagong,3416.8068966719084
2024-08-22,Chittagong,3564.8164468486825
2024-08-23,Chittagong,3592.8049607317976
2024-08-24,Chittagong,4555.029630641946
2024-08-25,Chittagong,3369.3120331536948
2024-08-26,Chittagong,3341.6332390303755
2024-08-27,Chittagong,5372.374648213576
2024-08-28,Chittagong,5196.467107331869
2024-08-29,Chittagong,5363.603675978227
2024-08-30,Chittagong,5326.903686164288
2024-08-31,Chittagong,5118.7169559264075
2024-09-01,Chittagong,4429.065393495881
2024-09-02,Chittagong,5346.317942884319
2024-09-03,Chittagong,5072.506101140826
2024-09-04,Chittagong,4746.761718242283
2024-09-05,Chittagong,4475.513318789787
2024-09-06,Chittagong,3751.8084310868007
2024-09-07,Chittagong,3915.89122518783
2024-09-08,Chittagong,5385.7778478999435
2024-09-09,Chittagong,4671.5610708311315
2024-09-10,Chittagong,4901.1228668919675
2024-09-11,Chittagong,4460.48501568577
2024-09-12,Chittagong,4082.49074330505
2024-09-13,Chittagong,3562.988049566406
2024-09-14,Chittagong,3651.2709478931215
2024-09-15,Chittagong,3462.995948012615
2024-09-16,Chittagong,5067.458541095342
2024-09-17,Chittagong,4440.135353575997
2024-09-18,Chittagong,5320.229399881239
2024-09-19,Chittagong,4438.050252467946
2024-09-20,Chittagong,3818.9423185776077
2024-09-21,Chittagong,3543.146199119097
2024-09-22,Chittagong,3654.0494178612125
2024-09-23,Chittagong,4569.659681021184
2024-09-24,Chittagong,5059.337401147314
2024-09-25,Chittagong,3326.938521142927
2024-09-26,Chittagong,5304.941616716097
2024-09-27,Chittagong,5225.622182352288
2024-09-28,Chittagong,5298.257582975218
2024-09-29,Chittagong,4718.488729769629
2024-09-30,Chittagong,5171.71755644174
2024-10-01,Chittagong,5466.950603701154
2024-10-02,Chittagong,4098.360189907927
2024-10-03,Chittagong,3551.178566945075
2024-10-04,Chittagong,5334.193673449423
2024-10-05,Chittagong,4483.970238712483
2024-10-06,Chittagong,5252.096200727375
2024-10-07,Chittagong,5050.404099285871
2024-10-08,Chittagong,4509.620418052552
2024-10-09,Chittagong,5355.458057979884
2024-10-10,Chittagong,4403.034552328404
2024-10-11,Chittagong,5124.424548889059
2024-10-12,Chittagong,5973.314753827596
2024-10-13,Chittagong,4666.233688997931
2024-10-14,Chittagong,4506.210261011118
2024-10-15,Chittagong,5165.76200836776
2024-10-16,Chittagong,4808.47033298913
2024-10-17,Chittagong,4836.566872595558
2024-10-18,Chittagong,4834.592341286196
2024-10-19,Chittagong,4272.632328762155
2024-10-20,Chittagong,5199.336730987581
2024-10-21,Chittagong,4537.683935227087
2024-10-22,Chittagong,4966.119272721185
2024-10-23,Chittagong,4578.69339649066
2024-10-24,Chittagong,4484.946277774562
2024-10-25,Chittagong,4437.1421127869235
2024-10-26,Chittagong,4426.1178502411885
2024-10-27,Chittagong,5084.447339808887
2024-10-28,Chittagong,4728.6693418369105
2024-10-29,Chittagong,4737.627039955974
2024-10-30,Chittagong,4864.064068087673
2024-10-31,Chittagong,4333.018532165821
2024-11-01,Chittagong,4950.32276771102
2024-11-02,Chittagong,4730.843589262605
2024-11-03,Chittagong,4337.575093051808
2024-11-04,Chittagong,4785.301145127009
2024-11-05,Chittagong,5262.230199724498
2024-11-06,Chittagong,4973.318894050939
2024-11-07,Chittagong,4793.049042281394
2024-11-08,Chittagong,4794.529820884434
2024-11-09,Chittagong,5202.068414452436
2024-11-10,Chittagong,5080.512194338474
2024-11-11,Chittagong,4983.556639184384
2024-11-12,Chittagong,4679.295557001552
2024-11-13,Chittagong,4542.083903975223
2024-11-14,Chittagong,4458.664340528989
2024-11-15,Chittagong,4441.610514470505
2024-11-16,Chittagong,5038.976779161424
2024-11-17,Chittagong,4817.723595802294
2024-11-18,Chittagong,4988.619626745518
2024-11-19,Chittagong,4961.209381957792
2024-11-20,Chittagong,4903.921721117818
2024-11-21,Chittagong,5179.828441553578
2024-11-22,Chittagong,4849.2256791471555
2024-11-23,Chittagong,4460.075768234168
2024-11-24,Chittagong,5205.86759075906
2024-11-25,Chittagong,4928.3449887674515
2024-11-26,Chittagong,5151.870550717122
2024-11-27,Chittagong,5060.773438200704
2024-11-28,Chittagong,5170.8396638988615
2024-11-29,Chittagong,4336.726790809479
2024-11-30,Chittagong,4462.513310343228
2024-12-01,Chittagong,4576.909649917594
2024-12-02,Chittagong,4708.387811401224
2024-12-03,Chittagong,4707.836137749656
2024-12-04,Chittagong,4586.517306539254
2024-12-05,Chittagong,3826.7308432486866
2024-12-06,Chittagong,4161.547185106537
2024-12-07,Chittagong,4159.656285648398
2024-12-08,Chittagong,4185.083217587331
2024-12-09,Chittagong,4376.2321618214655
2024-12-10,Chittagong,3736.896053487384
2024-12-11,Chittagong,3750.69925646273
2024-12-12,Chittagong,3777.757229592217
2024-12-13,Chittagong,3629.647305673421
2024-12-14,Chittagong,3986.0606589866375
2024-12-15,Chittagong,3849.876620636633
2024-12-16,Chittagong,3684.3516305569015
2024-12-17,Chittagong,5153.9277300724
2024-12-18,Chittagong,5224.310624334872
2024-12-19,Chittagong,4441.908081495492
2024-12-20,Chittagong,5162.26955534699
2024-12-21,Chittagong,4227.378702501912
2024-12-22,Chittagong,4215.0293905625695
2024-12-23,Chittagong,4211.579657855372
2024-12-24,Chittagong,4334.659638165988
2024-12-25,Chittagong,4168.7496690695825
2024-12-26,Chittagong,3737.2930554359973
2024-12-27,Chittagong,4045.6486596360596
2024-12-28,Chittagong,5057.7145014706775
2024-12-29,Chittagong,4297.050392288695
2024-12-30,Chittagong,4048.786389934956
2024-12-31,Chittagong,3921.018582748774
2025-01-01,Chittagong,3854.470202165633
2025-01-02,Chittagong,3776.959832487949
2025-01-03,Chittagong,3763.2615669793468
2025-01-04,Chittagong,3725.5008474743863
2025-01-05,Chittagong,4606.176610795482
2025-01-06,Chittagong,5245.159608473683
2025-01-07,Chittagong,4591.923366814599
2025-01-08,Chittagong,3655.029781918935
2025-01-09,Chittagong,3934.217220597535
2025-01-10,Chittagong,3996.3901615233813
2025-01-11,Chittagong,4148.458767256966
2025-01-12,Chittagong,4946.046564538887
2025-01-13,Chittagong,5165.218171649666
2025-01-14,Chittagong,4051.7564015721305
2025-01-15,Chittagong,4287.419696369893
2025-01-16,Chittagong,4914.267904163831
2025-01-17,Chittagong,4967.336456706271
2025-01-18,Chittagong,4078.4633583012014
2025-01-19,Chittagong,4208.021091727474
2025-01-20,Chittagong,3991.330050676441
2025-01-21,Chittagong,4295.589152931289
2025-01-22,Chittagong,4312.419633639729
2025-01-23,Chittagong,4137.222846842966
2025-01-24,Chittagong,4337.928447454151
2025-01-25,Chittagong,4380.464533498282
2025-01-26,Chittagong,4208.53116891812
2025-01-27,Chittagong,4342.957991467237
2025-01-28,Chittagong,4048.496854265848
2025-01-29,Chittagong,4091.2912762889796
2025-01-30,Chittagong,4128.038711150139
2025-01-31,Chittagong,4627.761550812681
2025-02-01,Chittagong,4412.376068560006
2025-02-02,Chittagong,5003.746133687128
2025-02-03,Chittagong,4831.950808870387
2025-02-04,Chittagong,4961.863071969161
2025-02-05,Chittagong,4862.355583695009
2025-02-06,Chittagong,5099.337199582358
2025-02-07,Chittagong,5155.84271179925
2025-02-08,Chittagong,3658.7793714502714
2025-02-09,Chittagong,3647.255982741531
2025-02-10,Chittagong,4562.225093822588
2025-02-11,Chittagong,5088.4497993286095
2025-02-12,Chittagong,4401.789291342022
2025-02-13,Chittagong,4509.223596416357
